iter	RMSE
267	0.05953395043
268	0.05925074897
269	0.0589679312
270	0.0587083575
271	0.05844632455
272	0.0581673466
273	0.05789066839
274	0.05761434176
275	0.0573410953
276	0.05706919428
277	0.05679795999
278	0.05652554851
279	0.05625573795
280	0.05598914829
281	0.05574286367
282	0.05547788377
283	0.05521307397
284	0.0549495266
285	0.05468919502
286	0.05442814751
287	0.05416834609
288	0.05390886304
289	0.05365154257
290	0.05339473815
291	0.05313987172
292	0.052886215
293	0.05263376912
294	0.05238372244
295	0.05213367412
296	0.05188482707
297	0.05163716022
298	0.05139274602
299	0.05114953412
300	0.05090751858
301	0.05066451245
302	0.05042267807
303	0.05018198638
304	0.04994244371
305	0.04970404456
306	0.04946678347
307	0.04923065501
308	0.0489956648
309	0.04876178528
310	0.04852902226
311	0.04829737038
312	0.04806802001
313	0.04783856763
314	0.04761021062
315	0.04738415112
316	0.04715796221
317	0.0469328531
318	0.04670881862
319	0.04648585364
320	0.04626395306
321	0.04604311179
322	0.04582332477
323	0.04560458698
324	0.04538690489
325	0.04517026186
326	0.04495464153
327	0.04474005053
328	0.04452649509
329	0.04431394792
330	0.0441024154
331	0.0438918927
332	0.04368237499
333	0.04347385748
334	0.04326633538
335	0.04305980395
336	0.04285426875
337	0.04264970437
338	0.04244611654
339	0.04224351062
340	0.04204186181
341	0.04184117563
342	0.04164144748
343	0.04144268244
344	0.04124485655
345	0.04104797503
346	0.04085203337
347	0.04065703641
348	0.04046296094
349	0.04026981195
350	0.040077585
351	0.03988627569
352	0.03969588853
353	0.03950641014
354	0.03931782738
355	0.03913014486
356	0.0389433669
357	0.03875747191
358	0.03857246433
359	0.03838833993
360	0.03820509449
361	0.03802273203
362	0.03784123185
363	0.03766059811
364	0.03748082667
365	0.03730192132
366	0.03712386205
367	0.03694666058
368	0.03677029718
369	0.03659477569
370	0.03642009968
371	0.03624624989
372	0.03607323001
373	0.03590103607
374	0.03572967146
375	0.03555912481
376	0.03538938497
377	0.03522045542
378	0.0350523323
379	0.03488501174
380	0.03471849686
381	0.0345527768
382	0.03438784776
383	0.03422370597
384	0.03406034767
385	0.03389776234
386	0.03373595315
387	0.03357491638
388	0.03341465491
389	0.03325515842
390	0.03309641674
391	0.03293843284
392	0.03278120947
393	0.03262473023
394	0.03246899797
395	0.03231401533
396	0.03215976629
397	0.03200625359
398	0.03185347371
399	0.03170142314
400	0.03155009842
401	0.03139949607
402	0.03124961265
403	0.03110044471
404	0.03095198886
405	0.03080424168
406	0.0306571998
407	0.03051085984
408	0.03036522389
409	0.03022027769
410	0.03007602341
411	0.02993245776
412	0.02978958266
413	0.02964738954
414	0.02950586996
415	0.02936502596
416	0.02922485428
417	0.02908535174
418	0.02894651514
419	0.02880834128
420	0.02867082702
421	0.028533974
422	0.02839776944
423	0.02826221507
424	0.02812730778
425	0.02799304911
426	0.02785942669
427	0.02772644214
428	0.0275940969
429	0.0274623789
430	0.02733129411
431	0.0272008306
432	0.02707098988
433	0.02694176896
434	0.02681316917
435	0.02668518321
436	0.02655780816
437	0.0264310369
438	0.02630487079
439	0.02617930695
440	0.02605434658
441	0.02592998268
442	0.02580620835
443	0.02568302887
444	0.02556043736
445	0.02543842705
446	0.02531699917
447	0.02519615094
448	0.02507587959
449	0.02495618237
450	0.02483705653
451	0.02471849935
452	0.02460050812
453	0.02448308012
454	0.02436621268
455	0.02424990666
456	0.02413415227
457	0.02401895393
458	0.02390430199
459	0.02379019734
460	0.02367663739
461	0.02356362289
462	0.02345114448
463	0.023339203
464	0.02322779588
465	0.02311692381
466	0.02300657773
467	0.02289676159
468	0.02278746963
469	0.02267869934
470	0.0225704451
471	0.02246270762
472	0.02235548443
473	0.02224877612
474	0.02214257413
475	0.0220368791
476	0.02193168861
477	0.02182700026
478	0.02172281164
479	0.02161912037
480	0.02151592408
481	0.0214132204
482	0.02131100698
483	0.02120928148
484	0.02110804157
485	0.02100728494
486	0.02090700927
487	0.02080721489
488	0.02070789425
489	0.02060904772
490	0.02051067303
491	0.02041276794
492	0.02031533021
493	0.0202183576
494	0.02012185033
495	0.02002580128
496	0.01993021313
497	0.01983507885
498	0.0197403987
499	0.01964617051
500	0.01955239212
501	0.01945906139
502	0.01936617617
503	0.01927373434
504	0.01918173378
505	0.01909017457
506	0.0189990524
507	0.01890836518
508	0.01881810867
509	0.01872828301
510	0.01863888824
511	0.01854991807
512	0.01846137261
513	0.01837325187
514	0.01828554971
515	0.01819826619
516	0.01811139933
517	0.0180249491
518	0.01793890955
519	0.01785328072
520	0.01776806255
521	0.01768324924
522	0.01759884079
523	0.01751483526
524	0.01743123073
525	0.01734802529
526	0.01726521703
527	0.01718280406
528	0.01710078448
529	0.01701915816
530	0.01693791974
531	0.0168570691
532	0.01677660441
533	0.01669652381
534	0.01661682548
535	0.01653750759
536	0.01645856993
537	0.01638000746
538	0.01630182
539	0.01622400577
540	0.01614656453
541	0.0160694914
542	0.0159927877
543	0.01591645013
544	0.01584047694
545	0.01576486488
546	0.01568961524
547	0.01561472479
548	0.01554019033
549	0.01546601166
550	0.01539218708
551	0.01531871491
552	0.01524559345
553	0.01517282242
554	0.01510039875
555	0.01502831939
556	0.01495658547
557	0.01488519395
558	0.01481414185
559	0.01474342892
560	0.01467305354
561	0.01460301408
562	0.01453331025
563	0.01446393785
564	0.0143948966
565	0.01432618491
566	0.01425780245
567	0.0141897464
568	0.01412201397
569	0.01405460486
570	0.01398751752
571	0.01392075043
572	0.01385430204
573	0.01378817085
574	0.01372235533
575	0.01365685397
576	0.01359166529
577	0.01352678887
578	0.01346222213
579	0.01339796358
580	0.01333401067
581	0.0132703641
582	0.01320702134
583	0.01314397987
584	0.01308123933
585	0.01301879827
586	0.01295665527
587	0.01289480992
588	0.01283325877
589	0.01277200143
590	0.0127110365
591	0.01265036354
592	0.01258997924
593	0.01252988317
594	0.01247007397
595	0.01241055027
596	0.01235131069
597	0.0122923548
598	0.01223367942
599	0.01217528501
600	0.01211716845
601	0.01205933018
602	0.01200176799
603	0.01194447968
604	0.01188746485
605	0.01183072301
606	0.01177425117
607	0.01171804973
608	0.01166211573
609	0.01160644953
610	0.01155104824
611	0.0114959122
612	0.01144103855
613	0.01138642761
614	0.01133207656
615	0.01127798496
616	0.01122415156
617	0.01117057513
618	0.01111725444
619	0.01106418828
620	0.01101137614
621	0.01095881537
622	0.01090650621
623	0.01085444673
624	0.01080263504
625	0.01075107137
626	0.01069975313
627	0.01064868053
628	0.01059785104
629	0.01054726485
630	0.01049692012
631	0.01044681503
632	0.01039694978
633	0.01034732189
634	0.01029793089
635	0.01024877566
636	0.01019985507
637	0.010151168
638	0.01010271333
639	0.01005449055
640	0.01000649736
641	0.009958733849
642	0.009911197738
643	0.009863888537
644	0.009816805733
645	0.009769947099
646	0.009723312701
647	0.0096769009
648	0.00963071008
649	0.009584739749
650	0.009538989391
651	0.009493456876
652	0.009448142234
653	0.009403043365
654	0.009358160289
655	0.009313490936
656	0.009269035317
657	0.009224791389
658	0.009180758656
659	0.009136936602
660	0.00909332372
661	0.009049918527
662	0.009006720525
663	0.008963728724
664	0.008920942141
665	0.008878359796
666	0.008835980714
667	0.00879380437
668	0.008751829345
669	0.008710054677
670	0.00866847941
671	0.008627102592
672	0.00858592284
673	0.008544940085
674	0.008504152524
675	0.00846356008
676	0.008423160974
677	0.008382955123
678	0.008342941183
679	0.008303117832
680	0.008263484574
681	0.008224040502
682	0.008184784712
683	0.008145716306
684	0.008106834767
685	0.008068138819
686	0.008029627577
687	0.007991300158
688	0.007953155686
689	0.007915192918
690	0.007877411725
691	0.00783981087
692	0.007802389135
693	0.007765146028
694	0.007728080698
695	0.007691192638
696	0.007654480312
697	0.00761794323
698	0.007581580884
699	0.007545391775
700	0.007509375735
701	0.007473531608
702	0.007437858575
703	0.007402355817
704	0.007367022524
705	0.007331857885
706	0.007296861095
707	0.007262031354
708	0.007227367864
709	0.007192869522
710	0.007158536158
711	0.007124366677
712	0.007090360295
713	0.007056516233
714	0.00702283342
715	0.006989311681
716	0.006955949658
717	0.006922747172
718	0.00688970317
719	0.006856816896
720	0.006824087595
721	0.00679151452
722	0.006759096644
723	0.006726833511
724	0.006694724383
725	0.006662768791
726	0.006630965731
727	0.006599314211
728	0.006567814035
729	0.006536464218
730	0.006505264041
731	0.00647421279
732	0.006443309755
733	0.006412554228
734	0.006381945504
735	0.006351482884
736	0.006321165669
737	0.006290992918
738	0.006260964437
739	0.006231079289
740	0.006201336791
741	0.006171736261
742	0.006142277022
743	0.006112958399
744	0.006083779484
745	0.006054740084
746	0.006025839297
747	0.005997076461
748	0.005968450916
749	0.005939962009
750	0.005911609086
751	0.005883391499
752	0.005855308376
753	0.005827359305
754	0.005799543646
755	0.005771860975
756	0.005744310228
757	0.0057168912
758	0.00568960305
759	0.005662445153
760	0.005635416888
761	0.005608517635
762	0.005581746779
763	0.005555103707
764	0.005528587607
765	0.00550219808
766	0.005475934713
767	0.005449796516
768	0.005423783275
769	0.005397894203
770	0.005372128517
771	0.005346486006
772	0.005320965709
773	0.00529556723
774	0.005270290165
775	0.005245133753
776	0.005220097419
777	0.00519518059
778	0.005170382522
779	0.005145702825
780	0.0051211411
781	0.005096696448
782	0.005072368643
783	0.00504815696
784	0.005024060685
785	0.005000079588
786	0.004976212959
787	0.004952460251
788	0.004928820766
789	0.004905294273
790	0.004881879927
791	0.004858577495
792	0.004835386143
793	0.004812305637
794	0.0047893353
795	0.004766474606
796	0.004743723032
797	0.004721080056
798	0.004698545162
799	0.004676117832
800	0.004653797553
801	0.004631583815
802	0.004609476108
803	0.00458747379
804	0.004565576631
805	0.004543783993
806	0.004522095377
807	0.004500510153
808	0.004479028094
809	0.004457648574
810	0.004436371103
811	0.004415195196
812	0.004394120366
813	0.004373146131
814	0.004352272012
815	0.004331497531
816	0.004310822086
817	0.004290245455
818	0.004269766921
819	0.004249386256
820	0.004229102756
821	0.004208916192
822	0.004188825983
823	0.00416883167
824	0.004148932682
825	0.004129128789
826	0.004109419426
827	0.00408980414
828	0.004070282374
829	0.004050853899
830	0.004031518161
831	0.004012274718
832	0.003993123128
833	0.003974062849
834	0.003955093552
835	0.003936214802
836	0.003917426266
837	0.003898727411
838	0.003880117811
839	0.003861596944
840	0.003843164483
841	0.003824820099
842	0.003806563277
843	0.003788393599
844	0.00377031065
845	0.003752314015
846	0.003734403194
847	0.003716577955
848	0.003698837799
849	0.003681182322
850	0.003663611119
851	0.003646123788
852	0.003628719928
853	0.003611399142
854	0.003594161031
855	0.003577005203
856	0.003559931263
857	0.003542938822
858	0.003526027489
859	0.003509196879
860	0.003492446524
861	0.003475776205
862	0.003459185456
863	0.0034426739
864	0.003426241079
865	0.003409886774
866	0.003393610457
867	0.003377411907
868	0.003361290676
869	0.003345246395
870	0.003329278699
871	0.00331338722
872	0.003297571595
873	0.003281831461
874	0.003266166389
875	0.003250576161
876	0.003235060348
877	0.003219618529
878	0.003204250485
879	0.003188955797
880	0.003173734114
881	0.003158585088
882	0.003143508372
883	0.003128503621
884	0.003113570492
885	0.003098708642
886	0.003083917732
887	0.003069197422
888	0.003054547376
889	0.003039967258
890	0.003025456735
891	0.003011015474
892	0.002996643144
893	0.002982339418
894	0.002968103967
895	0.002953936465
896	0.002939836527
897	0.002925803894
898	0.002911838243
899	0.002897939312
900	0.002884106724
901	0.002870340162
902	0.002856639256
903	0.00284300375
904	0.002829433331
905	0.00281592769
906	0.002802486563
907	0.002789109595
908	0.00277579643
909	0.00276254686
910	0.002749360534
911	0.002736237104
912	0.00272317636
913	0.002710177916
914	0.002697241559
915	0.002684366951
916	0.002671553797
917	0.002658801803
918	0.002646110678
919	0.002633480131
920	0.002620909872
921	0.002608399614
922	0.002595949071
923	0.002583557958
924	0.00257122595
925	0.002558952846
926	0.002546738287
927	0.002534582069
928	0.002522483875
929	0.002510443429
930	0.002498460456
931	0.00248653468
932	0.002474665793
933	0.002462853594
934	0.002451097779
935	0.002439398077
936	0.00242775422
937	0.002416165943
938	0.002404632979
939	0.002393155065
940	0.002381731938
941	0.002370363303
942	0.002359048967
943	0.002347788637
944	0.002336582055
945	0.002325428965
946	0.002314329112
947	0.002303282241
948	0.002292288099
949	0.002281346404
950	0.002270456968
951	0.00225961951
952	0.002248833781
953	0.002238099536
954	0.002227416527
955	0.002216784512
956	0.002206203246
957	0.002195672486
958	0.002185191993
959	0.002174761525
960	0.002164380845
961	0.002154049715
962	0.002143767897
963	0.002133535158
964	0.002123351261
965	0.002113215975
966	0.002103129067
967	0.002093090307
968	0.002083099464
969	0.00207315631
970	0.002063260617
971	0.002053412158
972	0.002043610709
973	0.002033856044
974	0.002024147941
975	0.002014486177
976	0.002004870532
977	0.001995300758
978	0.001985776689
979	0.001976298056
980	0.001966864692
981	0.001957476355
982	0.001948132831
983	0.001938833907
984	0.001929579368
985	0.001920369003
986	0.001911202602
987	0.001902079955
988	0.001893000852
989	0.001883965086
990	0.001874972428
991	0.001866022716
992	0.001857115723
993	0.001848251246
994	0.00183942906
995	0.001830649006
996	0.00182191086
997	0.001813214425
998	0.001804559499
999	0.001795945886
